test,channel,sample_rate_hz,n_samples,n_segments,frequency_hz,half_power_bandwidth_hz,zeta_half_power,zeta_bootstrap_mean,zeta_bootstrap_sd,zeta_bootstrap_q025,zeta_bootstrap_q975,bootstrap_valid_reps
test4,4,200.00000000000426,3360,2,6.835937500000146,0.1688058484108037,0.012346942055189951,0.01802795375993206,0.010278626035139236,0.011192535165419118,0.03530699369820847,200
test4,4,200.00000000000426,3360,2,7.226562500000154,0.16161849495963843,0.011182252624234204,0.01152706978953594,0.001098353349908447,0.010582936858698853,0.013594787967073634,200
test4,4,200.00000000000426,3360,2,8.691406250000185,0.18905129128821407,0.010875759678602645,0.010832260165762995,0.0001960073284031994,0.010519815783600056,0.01106141870272916,200
test4,5,200.00000000000426,3360,2,2.734375000000058,0.15988843706959077,0.029236742778438834,0.02785863464535315,0.0035904390984853986,0.02178082889823066,0.030941550978320794,200
test4,5,200.00000000000426,3360,2,4.394531250000093,0.44888204441773016,0.051072801498193994,0.04641671905212115,0.010308196669241976,0.029297683504307705,0.05517667183426576,200
test4,5,200.00000000000426,3360,2,4.6875000000000995,0.3715011265031345,0.039626786827000174,0.03493663011556286,0.010791730189603268,0.01670733935996985,0.04592803019257755,200
test4,5,200.00000000000426,3360,2,6.835937500000146,0.1571163117987835,0.011491935948710777,0.024492665748807988,0.026007412937253376,0.010421648830564897,0.07480173955626947,200
test4,5,200.00000000000426,3360,2,8.789062500000187,0.14715437789877583,0.008371449053796847,0.008950790261254988,0.0005892779522211293,0.008371449053796847,0.009679374875904914,200
test4,5,200.00000000000426,3360,2,10.74218750000023,0.15248051193393763,0.007097274737288582,0.006973340039004576,0.0007285825292637388,0.006115833098587611,0.008175423425082366,200
test4,5,200.00000000000426,3360,2,15.429687500000329,0.18265453867320502,0.005918931886118923,0.0059340537500771175,0.0004330526498410228,0.00540800614077156,0.006637936761825548,200
test4,5,200.00000000000426,3360,2,17.968750000000384,0.24234797728791335,0.006743595889750488,0.00639189648640685,0.0008528543476994986,0.004923911794310928,0.007127772216440508,200
test5,1,200.00000000000426,7808,6,2.734375000000058,0.19391955919287618,0.035459576538125176,0.03553469309123437,0.0018533859487106247,0.03228007973785713,0.03917304921034816,200
test5,1,200.00000000000426,7808,6,4.492187500000096,0.18727433681729355,0.02084444792401136,0.020888723905015585,0.0007187992287891719,0.019546234335549466,0.02214728339842283,200
test5,1,200.00000000000426,7808,6,6.835937500000146,0.20384594025729275,0.014909874487390238,0.015972605958309447,0.004947898818092682,0.010064055582226792,0.026793822204263455,200
